ZIPCODE,NAME,total_pop,pct_white,pct_black,pct_native,pct_asian,pct_pacific_islander,pct_hispanic,pct_nonhispanic_white,hh_total,hh_less_than_10k,hh_10k_to_15k,hh_15k_to_25k,hh_25k_to_35k,hh_35k_to_50k,hh_50k_to_75k,hh_75k_to_100k,hh_100k_to_150k,hh_150k_to_200k,hh_200k_or_more,hh_median_income,hh_mean_income,pct_poc,zhvi,max_pfas,mean_pfas,total_detections,num_contaminants
08030,ZCTA5 08030,13217,73.5,16.0,1.1,4.9,0.0,22.8,60.1,4911,8.1,3.3,7.2,6.5,13.8,17.1,9.4,20.2,7.3,7.1,63384,84424,26.5,244108.53878521163,0.0153,7e-05,8.0,20.0
08031,ZCTA5 08031,11737,79.3,8.7,0.3,9.0,0.0,13.1,68.9,4873,3.7,0.5,7.8,5.9,11.2,18.7,17.6,19.4,8.4,6.8,76654,92587,20.700000000000003,304816.64747325267,0.0049,3.78125e-05,6.0,20.0
08032,ZCTA5 08032,242,96.7,3.3,0.0,0.0,0.0,0.0,96.7,83,0.0,0.0,0.0,0.0,0.0,4.8,0.0,37.3,25.3,32.5,198274,208775,3.299999999999997,292172.69292083103,0.0109,0.00011451219512195122,18.0,20.0
08033,ZCTA5 08033,17763,96.0,1.7,1.3,3.6,0.0,4.4,87.7,6557,2.5,2.1,2.3,3.3,5.5,8.2,9.4,16.3,8.6,41.8,151181,233507,4.0,733168.2237037347,0.0049,3.5588235294117644e-05,6.0,20.0
08034,ZCTA5 08034,20901,79.0,7.2,1.3,10.1,0.0,12.9,66.1,8170,2.8,0.9,2.6,4.1,8.1,12.6,9.8,23.0,13.7,22.5,114012,148974,21.0,422140.5546808035,0.0049,4.3214285714285716e-05,6.0,20.0
08035,ZCTA5 08035,7551,96.1,2.0,0.2,2.8,0.0,4.2,89.6,3235,3.0,0.6,2.9,4.7,3.5,11.0,13.7,18.3,14.3,27.9,131528,161279,3.9000000000000057,455789.9218904637,0.0049,4.3214285714285716e-05,6.0,20.0
08036,ZCTA5 08036,6065,75.0,8.7,0.2,6.3,0.0,15.3,64.4,2425,0.9,0.8,1.5,0.9,6.9,15.1,12.4,14.0,14.3,33.2,142899,186927,25.0,503200.7149292363,0.0051,0.0001355,6.0,20.0
08037,ZCTA5 08037,23514,83.7,4.3,1.6,0.9,0.0,20.7,73.6,9147,3.6,3.1,3.0,10.9,14.2,11.5,13.4,16.8,10.1,13.5,81312,110744,16.299999999999997,353275.67222962977,0.0108,0.00031595238095238096,22.0,20.0
08038,ZCTA5 08038,351,91.7,0.0,0.0,0.0,0.0,8.3,91.7,153,2.0,1.3,2.0,24.2,7.2,6.5,18.3,30.7,7.8,0.0,90179,80961,8.299999999999997,,,,,
08039,ZCTA5 08039,38,100.0,0.0,0.0,0.0,0.0,0.0,100.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,0.0,53.8,-,N,0.0,,,,,
08041,ZCTA5 08041,650,85.4,5.4,0.2,4.3,0.0,6.3,81.5,239,0.0,4.2,10.5,1.7,8.8,11.7,13.8,27.2,10.0,12.1,99688,114852,14.599999999999994,518952.1318972909,,,,
08042,ZCTA5 08042,131,100.0,0.0,0.0,0.0,0.0,0.0,100.0,106,3.8,5.7,0.0,0.0,0.0,5.7,0.0,9.4,69.8,5.7,170912,159296,0.0,,,,,
08043,ZCTA5 08043,31191,69.9,9.3,1.1,20.8,0.2,6.3,63.1,12503,4.8,4.2,2.9,4.2,5.4,12.5,14.0,14.8,11.9,25.3,105473,161140,30.099999999999994,494521.7946033934,0.0061,8.052631578947368e-05,14.0,20.0
08045,ZCTA5 08045,3200,10.5,75.6,1.6,1.6,0.0,19.8,4.6,1197,7.3,1.3,10.4,11.3,4.3,19.5,12.4,9.8,8.4,15.3,71607,100638,89.5,285132.32843595,0.0049,4.3214285714285716e-05,6.0,20.0
08046,ZCTA5 08046,31981,22.3,78.7,2.5,1.8,0.2,15.1,9.4,10574,2.3,0.3,3.3,6.5,7.5,14.7,16.5,21.3,14.5,13.1,98178,115602,77.7,348499.9953647443,0.0106,0.000525625,14.0,20.0
08048,ZCTA5 08048,12882,76.8,20.6,0.8,8.4,0.0,5.5,67.1,4787,5.2,2.0,4.1,3.8,6.3,11.8,8.8,19.4,13.6,24.9,113440,150489,23.200000000000003,474681.45389429736,0.0051,0.0001355,6.0,20.0
08049,ZCTA5 08049,5282,73.2,19.7,0.2,7.7,0.0,15.3,61.7,2164,4.2,1.5,4.1,3.5,11.3,16.1,7.7,24.7,16.2,10.7,103191,118265,26.799999999999997,313065.42503012187,0.0049,4.3214285714285716e-05,6.0,20.0
08050,ZCTA5 08050,28053,95.1,1.1,0.1,2.4,0.4,8.9,86.2,11274,1.5,1.6,3.0,3.6,6.8,15.5,10.8,23.8,16.8,16.6,115676,131796,4.900000000000006,561180.6497494433,0.0,0.0,0.0,20.0
08051,ZCTA5 08051,12474,90.0,6.8,0.6,2.9,0.2,3.1,85.6,4736,2.3,2.7,2.3,6.0,5.5,21.3,12.3,16.7,12.2,18.8,92071,130328,10.0,297389.59693204943,0.016,0.00021,18.0,20.0
08052,ZCTA5 08052,20127,72.5,12.0,0.6,8.4,0.0,15.7,63.9,9253,4.8,3.1,6.2,8.4,11.1,15.2,18.9,14.5,9.1,8.7,79087,92892,27.5,332289.9499664229,0.007,0.00011897058823529411,18.0,20.0
08053,ZCTA5 08053,48179,86.7,6.1,1.0,8.2,0.3,6.4,78.8,19698,2.6,1.4,2.8,2.1,7.4,13.1,12.7,18.2,14.6,25.0,118670,151598,13.299999999999997,472404.3142161661,0.0038,1.4423076923076923e-05,2.0,20.0
08054,ZCTA5 08054,46026,72.2,15.6,1.5,11.7,0.1,5.3,65.3,19657,1.7,1.8,2.2,3.9,6.3,11.6,12.2,22.7,15.8,21.8,118802,151077,27.799999999999997,386527.0319991017,0.009,7.736111111111111e-05,11.0,20.0
08055,ZCTA5 08055,29109,94.4,3.1,0.5,4.9,0.1,2.7,87.5,10918,3.1,1.1,1.9,2.7,4.9,7.7,8.4,18.1,14.5,37.5,155710,190481,5.599999999999994,577453.6228916466,0.0,0.0,0.0,20.0
08056,ZCTA5 08056,5434,91.7,5.0,0.5,4.7,0.0,5.2,86.0,1760,3.5,0.0,2.4,0.0,1.3,10.7,8.8,19.5,13.9,40.0,171389,191844,8.299999999999997,574330.804135432,0.0733,0.00038512658227848103,9.0,20.0
08057,ZCTA5 08057,21529,80.7,5.4,0.6,13.5,0.1,5.3,73.8,8011,3.1,1.7,5.9,2.6,3.9,5.5,8.4,15.3,14.7,39.0,158770,232801,19.299999999999997,713689.3359853845,0.0059,0.0002,12.0,20.0
08059,ZCTA5 08059,5805,91.4,1.9,0.8,5.5,0.0,11.1,78.7,2430,5.6,0.5,7.1,4.9,6.5,18.8,19.3,19.8,8.4,9.1,89375,100064,8.599999999999994,294187.6181695095,0.0049,4.3214285714285716e-05,6.0,20.0
08060,ZCTA5 08060,25835,63.8,36.6,2.1,6.3,0.1,11.5,48.2,9650,2.9,1.4,2.1,3.5,9.4,12.9,14.5,23.4,15.3,14.5,109292,124055,36.2,394907.8229274272,0.0051,0.0001355,6.0,20.0
08061,ZCTA5 08061,4508,87.6,14.0,0.0,3.1,0.0,5.1,78.0,1614,0.9,0.0,0.0,1.4,15.2,5.6,4.5,22.1,10.4,39.9,150658,173947,12.400000000000006,431690.15055410826,0.0733,0.000192989417989418,15.0,20.0
08062,ZCTA5 08062,17935,88.7,4.9,0.6,6.1,0.6,3.8,82.6,5681,1.6,1.0,1.8,3.9,1.8,7.7,8.3,21.4,15.6,37.0,157009,194685,11.299999999999997,576673.3635545279,0.0054,0.00017352941176470587,5.0,20.0
08063,ZCTA5 08063,3051,93.4,4.9,0.9,1.0,0.0,8.2,86.6,1035,2.0,5.2,5.9,4.7,7.7,19.6,14.7,19.5,9.0,11.6,83074,102748,6.599999999999994,269023.3189411541,0.016,0.0002976923076923077,11.0,20.0
08064,ZCTA5 08064,17,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,-,N,0.0,,,,,
08065,ZCTA5 08065,7485,72.3,14.9,1.5,5.5,0.8,13.5,62.7,3287,4.2,0.5,4.4,4.7,11.1,15.6,21.0,15.6,13.4,9.6,89574,100130,27.700000000000003,302316.9886388471,0.0049,4.3214285714285716e-05,6.0,20.0
08066,ZCTA5 08066,7760,59.9,40.2,1.4,3.0,0.0,17.7,40.3,3146,5.2,5.7,6.6,7.3,14.0,18.9,25.1,6.3,5.7,5.2,65070,85940,40.1,219305.85454492585,0.016,0.00026352941176470586,13.0,20.0
08067,ZCTA5 08067,1711,88.2,8.2,2.1,0.9,0.0,6.1,82.2,548,1.1,0.4,0.9,3.3,3.6,11.3,19.0,26.6,14.4,19.3,111912,147074,11.799999999999997,332202.87212317326,0.0032,5.166666666666667e-05,2.0,20.0
08068,ZCTA5 08068,6613,63.5,27.8,2.3,7.2,0.0,16.5,49.4,2627,2.7,2.2,4.7,8.3,8.6,18.7,16.3,21.1,10.0,7.5,83194,104593,36.5,329684.63690327783,0.0,0.0,0.0,20.0
08069,ZCTA5 08069,13413,60.8,29.5,1.0,2.9,0.6,25.0,47.3,5079,9.1,7.0,4.6,8.1,11.4,11.1,21.5,15.9,7.9,3.6,71942,79169,39.2,238186.9399994531,0.0032,5.166666666666667e-05,2.0,20.0
08070,ZCTA5 08070,12511,90.9,4.5,0.5,1.6,1.1,6.8,84.7,5179,3.8,2.5,8.9,6.5,11.9,15.8,13.4,20.8,9.2,7.4,75697,96904,9.099999999999994,264960.3163781728,0.037,0.0029458333333333333,22.0,20.0
08071,ZCTA5 08071,9461,94.4,3.7,0.7,2.0,0.0,2.9,90.3,3810,2.1,0.5,1.8,6.7,5.4,17.7,15.6,22.3,15.0,12.7,100085,118621,5.599999999999994,346824.5766808202,0.0056,0.00014214285714285712,14.0,20.0
08072,ZCTA5 08072,164,100.0,0.0,1.2,0.0,0.0,0.0,98.8,79,0.0,0.0,7.6,0.0,2.5,54.4,22.8,0.0,0.0,12.7,68203,87072,0.0,,,,,
08073,ZCTA5 08073,20,100.0,0.0,0.0,0.0,0.0,0.0,100.0,16,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,N,0.0,,,,,
08074,ZCTA5 08074,160,100.0,0.0,0.0,0.0,0.0,0.0,100.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-,N,0.0,,,,,
08075,ZCTA5 08075,30615,79.8,13.1,1.0,3.9,0.1,9.7,67.4,11461,4.1,1.6,5.3,4.8,8.9,13.3,14.9,19.9,13.2,14.1,94407,116436,20.200000000000003,373062.98747529293,0.0049,4.3214285714285716e-05,6.0,20.0
08077,ZCTA5 08077,20613,87.3,9.1,0.5,4.8,0.0,6.0,79.7,7337,2.3,0.4,1.8,3.2,6.1,9.4,14.6,21.8,15.8,24.4,128271,155172,12.700000000000003,439981.1359712227,0.0049,4.3214285714285716e-05,6.0,20.0
08078,ZCTA5 08078,8051,83.1,13.1,1.0,3.3,0.1,13.2,72.5,3217,4.4,2.4,3.8,5.0,11.3,18.4,8.7,24.9,14.7,6.3,86741,107669,16.900000000000006,306327.8233396548,0.0049,4.3214285714285716e-05,6.0,20.0
08079,ZCTA5 08079,10762,63.9,34.7,0.9,1.7,0.1,6.0,58.2,4478,3.6,10.3,10.0,9.3,9.0,17.1,10.5,14.2,7.7,8.2,54641,83035,36.1,224815.18881178708,0.0047,0.00011750000000000001,1.0,20.0
08080,ZCTA5 08080,38159,88.1,7.6,0.9,4.8,0.0,5.8,81.1,14187,1.7,1.1,3.0,3.5,5.5,13.5,11.9,21.4,13.8,24.6,122262,148824,11.900000000000006,415318.0214685905,0.0109,0.00016581395348837209,29.0,20.0
08081,ZCTA5 08081,50264,54.0,42.4,2.0,7.5,0.2,9.9,45.3,17840,4.4,2.2,3.5,4.7,6.3,11.3,13.5,23.7,14.5,15.8,105800,120189,46.0,362589.01947881817,0.0109,0.00011451219512195122,18.0,20.0
08083,ZCTA5 08083,9606,68.1,25.5,1.1,6.1,1.0,9.6,60.3,4032,5.7,2.2,5.6,3.8,6.6,14.2,16.2,21.4,12.0,12.5,96653,119356,31.900000000000006,332164.1097830594,0.0049,4.3214285714285716e-05,6.0,20.0
08084,ZCTA5 08084,7018,80.5,9.7,1.2,2.6,0.0,13.4,72.4,2605,5.6,3.1,3.3,6.4,7.4,12.0,12.8,20.9,11.2,17.1,98427,127873,19.5,322845.1255950453,0.0049,4.3214285714285716e-05,6.0,20.0
08085,ZCTA5 08085,22340,79.9,13.0,0.9,6.2,0.0,7.4,74.5,7123,3.3,1.5,3.7,3.4,6.6,9.2,7.2,22.7,16.6,25.8,134762,152418,20.099999999999994,452075.03916275565,0.0049,0.0001096875,8.0,20.0
08086,ZCTA5 08086,9001,89.6,6.8,0.6,4.6,0.0,5.7,82.7,3975,2.2,0.9,7.6,6.3,9.7,11.7,13.6,20.4,12.7,14.9,97413,115456,10.400000000000006,343902.1224347694,0.016,0.0002976923076923077,11.0,20.0
08087,ZCTA5 08087,25342,92.6,5.4,0.8,1.9,0.0,6.1,84.4,10722,3.4,2.5,5.0,5.2,7.3,18.8,11.7,22.3,12.0,11.8,91677,116762,7.400000000000006,394551.67920810543,0.0,0.0,0.0,20.0
08088,ZCTA5 08088,24215,94.6,2.3,1.5,2.6,0.0,6.3,86.7,9680,3.6,1.0,3.1,5.4,10.1,8.7,13.3,20.4,12.3,22.3,110000,137635,5.400000000000006,446032.08458979736,0.0,0.0,0.0,20.0
08089,ZCTA5 08089,4231,79.7,18.7,1.2,0.0,0.1,10.4,71.6,1475,3.6,0.8,3.6,5.5,8.0,10.5,9.3,30.6,11.6,16.5,115117,131221,20.299999999999997,321301.2308240904,,,,
08090,ZCTA5 08090,9815,84.5,13.0,0.8,2.3,0.9,3.9,79.0,3109,1.3,0.5,5.0,2.0,4.7,13.0,13.2,28.1,17.3,14.9,115701,135386,15.5,334334.10439048026,0.0038,8.75e-05,4.0,20.0
08091,ZCTA5 08091,5963,74.5,4.1,2.1,6.8,0.0,15.9,69.8,2494,3.7,1.6,5.1,4.4,19.8,15.3,8.3,20.5,13.4,7.9,75238,95962,25.5,347633.5995306052,0.0061,0.000185,8.0,20.0
08092,ZCTA5 08092,3119,96.9,0.9,0.5,1.7,0.0,3.3,91.3,1177,3.6,3.4,3.3,4.7,7.6,7.4,16.7,17.8,14.6,20.9,110509,134358,3.0999999999999943,497244.21543533006,,,,
08093,ZCTA5 08093,9438,76.2,18.6,1.7,3.2,0.0,10.8,66.9,4154,7.1,1.8,10.4,8.4,12.2,13.4,10.5,20.5,8.8,7.0,64104,90883,23.799999999999997,273340.7948083742,0.0167,0.0003331325301204819,24.0,20.0
08094,ZCTA5 08094,41595,80.9,16.3,1.4,3.5,0.1,10.3,70.9,15574,4.5,2.9,4.6,5.7,6.9,15.0,11.0,19.3,13.3,16.7,96699,121090,19.099999999999994,356209.3638544281,0.0075,5.4444444444444446e-05,4.0,20.0
08095,ZCTA5 08095,0,,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
08096,ZCTA5 08096,35336,76.8,18.7,1.2,4.5,0.0,14.7,63.7,13929,4.0,3.6,5.2,5.9,8.8,13.8,13.7,18.6,12.3,14.2,89013,112758,23.200000000000003,323502.8751637198,0.016,0.00018282051282051282,28.0,20.0
08097,ZCTA5 08097,3062,94.4,3.4,0.1,2.6,0.7,4.0,87.6,1077,2.6,0.0,1.3,2.5,7.4,11.8,16.7,21.0,16.2,20.5,119042,146503,5.599999999999994,337183.6426205253,0.0038,8.75e-05,4.0,20.0
08098,ZCTA5 08098,9680,84.4,12.9,0.6,0.9,0.0,10.3,75.9,3336,3.1,1.1,3.5,2.6,7.3,10.8,13.0,22.6,19.1,17.0,110913,135768,15.599999999999994,379600.9924949047,0.0,0.0,0.0,20.0
08102,ZCTA5 08102,8292,33.7,28.4,3.9,1.9,0.2,62.3,13.7,3185,15.0,11.0,17.5,7.8,11.9,12.4,8.6,6.3,7.9,1.5,33852,55093,66.3,154981.8091631836,0.0129,0.00023088235294117646,25.0,20.0
08103,ZCTA5 08103,12573,11.9,69.4,2.4,1.4,0.0,31.1,3.6,4304,10.4,17.0,7.9,12.5,15.0,17.8,5.5,8.9,4.9,0.3,36793,49754,88.1,149096.4864529956,0.0129,0.00023088235294117646,25.0,20.0
08104,ZCTA5 08104,22148,13.0,64.2,1.8,2.2,0.9,38.8,2.9,8323,13.8,5.5,13.1,14.0,15.4,14.6,6.8,10.4,2.7,3.8,38170,55936,87.0,129231.1067879856,0.0129,0.00023088235294117646,25.0,20.0
08105,ZCTA5 08105,26483,16.5,28.8,2.3,3.2,0.3,72.4,1.7,8017,8.2,4.6,11.4,14.0,13.8,14.4,12.2,13.6,5.0,2.8,45974,64402,83.5,181008.87871632943,0.0049,4.3214285714285716e-05,6.0,20.0
08106,ZCTA5 08106,9731,95.3,2.4,1.3,1.9,0.0,4.7,89.7,3925,2.1,1.2,4.6,6.5,5.9,13.5,11.0,23.8,10.4,20.9,111002,124847,4.700000000000003,364515.79065483407,0.0049,4.3214285714285716e-05,6.0,20.0
08107,ZCTA5 08107,13574,73.0,19.0,3.5,4.2,0.3,16.1,60.5,5632,3.2,2.8,7.3,6.1,10.2,16.7,12.3,17.0,12.8,11.7,80833,113465,27.0,325235.7224440945,0.0049,3.5588235294117644e-05,6.0,20.0
08108,ZCTA5 08108,18654,92.3,5.5,0.7,4.0,0.0,6.8,83.2,8687,4.7,2.6,5.2,4.7,5.8,12.0,11.7,21.8,13.8,17.6,108151,127289,7.700000000000003,451906.7580358701,0.012,0.00030167064439140816,21.0,20.0
08109,ZCTA5 08109,24022,51.6,19.8,1.4,11.8,0.2,33.2,35.7,8632,4.9,1.6,6.5,6.3,9.5,14.3,12.7,19.0,13.6,11.5,90242,110690,48.4,317220.4706725587,0.012,0.0001838827838827839,27.0,20.0
08110,ZCTA5 08110,19158,28.9,40.3,5.1,7.1,0.3,47.9,13.4,6402,8.0,3.0,8.1,5.0,8.8,11.5,18.3,19.4,9.7,8.1,83729,92500,71.1,266634.7822365015,0.012,0.0001838827838827839,27.0,20.0
08201,ZCTA5 08201,10412,76.0,13.8,2.0,6.8,0.0,14.2,65.9,4136,4.6,1.4,4.4,5.8,8.0,29.4,10.8,22.5,7.1,5.9,71321,90073,24.0,322523.03337819467,0.0109,0.0005264285714285715,54.0,20.0
08202,ZCTA5 08202,1612,98.1,0.5,0.1,2.3,0.0,2.2,94.7,838,2.9,0.2,2.1,6.6,4.9,11.8,8.5,15.9,16.9,30.2,146071,215201,1.9000000000000057,2676191.221614633,0.0,0.0,0.0,20.0
08203,ZCTA5 08203,7674,90.3,1.9,0.4,6.3,0.0,5.4,85.0,4043,7.0,1.1,4.2,7.0,7.4,14.1,10.1,18.0,12.5,18.6,97250,132706,9.700000000000003,664679.0929104033,0.0071,0.0002825,6.0,20.0
